,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime,size
918,10536673c9dfc75e3e890563e319583d,select,0,1901.0,0,0.0,0,1,38038.0,16,6A,,2024-04-15 03:49:03,3.8103700799190146e-06,7.62074015983803e-05,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,10536673c9dfc75e3e890563e319583d,1250000000.0,0.001828737983202957,0.001788893560505443,
856,a229e8121982f66b850f5bedab457938,select,1569527586,7886.0,0,0.006351415384571644,0,1,157762.0,16,1A,,2024-04-15 03:49:18,5.025836069291978e-06,0.00010051672138583954,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,a229e8121982f66b850f5bedab457938,17179869184.0,0.09653404400055139,0.09623126188150806,165648.0
591,79781b5baec0dfd42720b1da69aaae7b,select,0,42476.0,0,0.0,0,1,849567.0,16,0A,,2024-04-15 03:49:35,4.228818935345319e-05,0.0008457637870690638,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,79781b5baec0dfd42720b1da69aaae7b,1250000000.0,0.0019983589029939574,0.0011136371278864703,
677,82a1e208b12b0ed0e5bd248892ffa119,select,3837865509,3112.0,0,0.010196859870718819,0,1,62753.0,16,5A,,2024-04-15 03:49:46,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.03,True,True,False,False,1,0,normal,immediate,82a1e208b12b0ed0e5bd248892ffa119,17179869184.0,0.22999288883448465,0.23012371084393898,65865.0
430,7e010752dbf1d30944316010008eb5f1,select,0,6716.0,0,0.0,0,1,134386.0,16,8A,,2024-04-15 03:49:55,1.671093145494037e-06,3.342186290988074e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,7e010752dbf1d30944316010008eb5f1,1250000000.0,0.0018630951806335309,0.0017796367714562173,
953,7625b8fa4d2655f24836b885b2a13920,select,0,5098.0,0,0.0,0,2,153068.0,16,"9A,0A",,2024-04-15 03:49:57,9.357524500965962e-06,0.0002807257350289788,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,7625b8fa4d2655f24836b885b2a13920,1250000000.0,0.0019361406345492235,0.0013139221831755736,
402,2af3b64a9092249610b3e5d6da76f604,select,0,2402.0,0,0.0,0,1,48058.0,16,1A,,2024-04-15 03:49:57,6.564252119681727e-07,1.3128504239363455e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,2af3b64a9092249610b3e5d6da76f604,1250000000.0,0.001299204176018616,0.0016915652300321694,
112,fa46c01c753fdcb8a09cdfff67fa3e20,select,0,91999.0,0,0.0,0,2,2760163.0,16,"8A,3A",,2024-04-15 03:50:33,0.00016740166288316854,0.005022049886495056,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,fa46c01c753fdcb8a09cdfff67fa3e20,1250000000.0,0.0015700078082213661,0.0011171410930386583,
151,82cffd4146af5fc273c26cd555dddc62,select,2366968869,6720.0,0,0.009707446341969529,0,1,134473.0,16,8A,,2024-04-15 03:50:51,2.8406844559765238e-06,5.681368911953048e-05,0.001034126163391934,0.03,True,True,False,False,1,0,normal,immediate,82cffd4146af5fc273c26cd555dddc62,17179869184.0,0.14470654344622474,0.14444073464144816,141193.0
925,134fc76063cb9ea43fd61612e85ba8a6,select,0,1648.0,0,0.0,0,1,33002.0,16,3A,,2024-04-15 03:51:07,1.4522515380714917e-06,2.9045030761429835e-05,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,134fc76063cb9ea43fd61612e85ba8a6,1250000000.0,0.0014615081178853768,0.0013510793000505617,
515,9d5db0fc9fb03b24ea7d860ea6a29647,select,0,45542.0,0,0.0,0,1,910898.0,16,9A,,2024-04-15 03:51:07,2.469436265938196e-06,4.9388725318763914e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,9d5db0fc9fb03b24ea7d860ea6a29647,1250000000.0,0.0013368552950582902,0.0018484750162346651,
75,5cc82fdca1c5a5118be26852e2034f42,select,0,668.0,0,0.0,0,1,13367.0,16,2A,,2024-04-15 03:51:22,1.5292075862986587e-07,3.0584151725973177e-06,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,5cc82fdca1c5a5118be26852e2034f42,1250000000.0,0.0010519267811451621,0.0011666518030813775,
38,044fb625f7369dbfd1ad466fb7d351d6,select,0,360850.0,0,0.0,0,2,10825567.0,16,"6A,8A",,2024-04-15 03:51:24,6.410364619501497e-05,0.0019231093858504491,0.002068252326783868,0.01,False,False,False,True,0,1,incremental,immediate,044fb625f7369dbfd1ad466fb7d351d6,1250000000.0,0.0018912663141686951,0.0021181922439898774,
628,5e83f2e6befcff37f0c6651bd9482054,select,4984588520,249273.0,0,0.00650572504239316,0,1,4985507.0,16,1A,,2024-04-15 03:51:25,5.0009238807207524e-05,0.0010001847761441506,0.001034126163391934,0.04,True,True,False,False,1,0,normal,immediate,5e83f2e6befcff37f0c6651bd9482054,17179869184.0,0.29871968513376596,0.29949388227184637,5234780.0
994,e492281b7424b2c49b06a488d6c0e864,select,950577086,266915.0,0,0.007313509141504344,0,1,5338344.0,16,0A,,2024-04-15 03:52:01,0.0002807950034946978,0.005615900069893955,0.001034126163391934,0.02,False,False,False,False,0,0,normal,immediate,e492281b7424b2c49b06a488d6c0e864,17179869184.0,0.05898762326475212,0.05898762326475212,5605259.0
935,050fc319ad388ec7f0e554dbe2dd0d0d,select,1263876046,5152.0,0,0.005013203799662903,0,1,103106.0,16,0A,,2024-04-15 03:52:35,4.079089645945429e-06,8.158179291890857e-05,0.0,0.01,False,False,False,False,0,0,normal,immediate,050fc319ad388ec7f0e554dbe2dd0d0d,17179869184.0,0.07607387022205339,0.07607387022205339,108258.0
607,bcdc99b80aeb8ee8f85d4bf7447ead51,select,2057943053,45485.0,0,0.0036701938340519356,0,2,1364606.0,16,"6A,4A",,2024-04-15 03:53:42,2.210312756079402e-05,0.0006630938268238207,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,bcdc99b80aeb8ee8f85d4bf7447ead51,17179869184.0,0.12431150277358617,0.12446532854008419,1410091.0
25,1ac6e22761c4872c720534ab17119ae8,select,0,11867.0,0,0.0,0,2,356177.0,16,"3A,4A",,2024-04-15 03:54:02,1.2075362770862782e-05,0.00036226088312588345,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,1ac6e22761c4872c720534ab17119ae8,1250000000.0,0.0015384021081441825,0.0017077831237786879,
923,53473be2038750612d8e9a90b336d5a1,select,0,31901.0,0,0.0,0,1,638062.0,16,3A,,2024-04-15 03:54:35,0.0002059213990756845,0.00411842798151369,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,53473be2038750612d8e9a90b336d5a1,1250000000.0,0.0018969705811772877,0.001582523874589405,
146,5e83f2e6befcff37f0c6651bd9482054,select,0,249262.0,0,0.0,0,1,4985268.0,16,4A,,2024-04-15 03:55:49,5.0009238807207524e-05,0.0010001847761441506,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,5e83f2e6befcff37f0c6651bd9482054,1250000000.0,0.00219850003391974,0.0014670491308150387,
768,c09cc7eb14d2c6eea7e20f834eb50082,select,1185119754,31616.0,0,0.0023585025810741156,0,1,632326.0,16,6A,,2024-04-15 03:56:37,2.6677756263638195e-05,0.000533555125272764,0.0,0.01,False,False,False,False,0,0,normal,immediate,c09cc7eb14d2c6eea7e20f834eb50082,17179869184.0,0.07016230007322097,0.07016230007322097,663942.0
602,62569b87613e95ce376c5e804879fbd8,select,17493029240,221592.0,0,0.0178216113956997,0,1,4431890.0,16,4A,,2024-04-15 03:57:28,1.2667595061998116e-05,0.00025335190123996235,0.0,0.12,False,False,False,False,0,0,normal,immediate,62569b87613e95ce376c5e804879fbd8,17179869184.0,1.0271391200491402,1.0271391200491402,4653482.0
212,d58c3e9bb210817fad1d3a8818934046,select,0,35438.0,0,0.0,0,1,708830.0,16,3A,,2024-04-15 03:58:12,2.0878843290775184e-05,0.00041757686581550367,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,d58c3e9bb210817fad1d3a8818934046,1250000000.0,0.001037179730603504,0.0012071459182989002,
596,f11d23be8b2b43cd631fcb37b32ec3bd,select,687112908,30099.0,0,0.0031426382126594444,0,2,903162.0,16,"8A,4A",,2024-04-15 04:00:13,4.381456196559518e-05,0.0013144368589678552,0.001034126163391934,0.01,False,False,False,False,0,0,normal,immediate,f11d23be8b2b43cd631fcb37b32ec3bd,17179869184.0,0.04156655426446025,0.04156655426446025,933261.0
371,7235745b4a8a9839fb5f328ea2918669,select,70432996686,119316.0,0,0.08704755564572628,0,1,2386360.0,16,9A,,2024-04-15 04:00:15,1.6940648784256583e-06,3.388129756851317e-05,0.002068252326783868,0.49,True,True,False,False,1,0,normal,immediate,7235745b4a8a9839fb5f328ea2918669,17179869184.0,4.14641348839828,4.146425525940306,2505676.0
279,de6498835d44978324ad454dc41c6b75,insert,2823988483,0.0,155855,0.006032519374391734,0,2,0.0,16,"6A,9A",5A,2024-04-15 04:00:53,0.0,0.0,0.002068252326783868,0.11,False,False,False,False,1,1,normal,immediate,de6498835d44978324ad454dc41c6b75,17179869184.0,0.17084871472422883,0.17136042678292313,
dc16417ab87b2a0777293d4fbc06ed9c,,select,155855,0.017595060981372118,0,0.029550380368496845,0,2,0.5278518294411636,16,"5A,1A",,2024-04-15 04:00:53,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.014899874620605935,0.014899874620605935,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,155855,60.30377100342857,0,0.004145022909660248,0,1,1206.0754200685715,16,5A,,2024-04-15 04:00:53,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.0021982085581829817,0.0021982085581829817,5272318.0
4b2956965d0eceed1934538737e23194,,select,155855,1.8948204060299787,0,0.009095902207937143,0,1,37.896408120599574,16,5A,,2024-04-15 04:00:53,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.004672666936951392,0.004672666936951392,1466518.0
31736ac9ba5259e695f25feb3ededa1b,,select,155855,0.2442972667754409,0,0.01222494736923654,0,2,7.328918003263227,16,"5A,9A",,2024-04-15 04:00:53,1.5674650590320547e-06,4.7023951770961645e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.006237163743190486,0.006237163743190486,460792.0
1f61c6621531d0b65c54a0e259e22b03,,select,155855,2.6889152355399353,0,0.007630377987054208,0,1,53.7783047107987,16,5A,,2024-04-15 04:00:53,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.003939918167303061,0.003939918167303061,349433.0
82a1e208b12b0ed0e5bd248892ffa119,,select,155855,0.1275072369530185,0,0.010196859870718819,0,1,2.55014473906037,16,5A,,2024-04-15 04:00:53,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,de6498835d44978324ad454dc41c6b75,1250000000.0,0.00522311607748099,0.00522311607748099,65865.0
128,2c285c3f0d0abcfafd77a65251656619,select,8919570523,48996.0,0,0.019983732876665477,0,1,979926.0,16,6A,,2024-04-15 04:01:06,5.493123742343181e-06,0.00010986247484686361,0.001034126163391934,0.08,False,False,False,False,0,0,normal,immediate,2c285c3f0d0abcfafd77a65251656619,17179869184.0,0.5291792029348759,0.5291792029348759,1028922.0
394,856cd1f7b81aacd733582e8f2dbb6c7f,select,0,30408.0,0,0.0,0,1,608191.0,16,4A,,2024-04-15 04:01:17,0.00012707508297667082,0.002541501659533417,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,856cd1f7b81aacd733582e8f2dbb6c7f,1250000000.0,0.001306881592361452,0.0017065760109589022,
796,b5fcaec7c1e1d4ee8d7ed996518a9bed,select,865380027,184823.0,0,0.005031474507622775,0,1,3696487.0,16,9A,,2024-04-15 04:01:32,0.00021357606750303492,0.004271521350060699,0.001034126163391934,0.01,False,False,False,False,0,0,normal,immediate,b5fcaec7c1e1d4ee8d7ed996518a9bed,17179869184.0,0.052887484426714655,0.052887484426714655,3881310.0
70,82cffd4146af5fc273c26cd555dddc62,select,0,6722.0,0,0.0,0,1,134484.0,16,3A,,2024-04-15 04:02:33,2.8406844559765238e-06,5.681368911953048e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,82cffd4146af5fc273c26cd555dddc62,1250000000.0,0.001229765872731072,0.0019107932047467875,
582,19ec2131c41be89c071fbfe58a5e1cad,select,0,5553.0,0,0.0,0,1,111096.0,16,0A,,2024-04-15 04:02:38,7.50075280448467e-07,1.500150560896934e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,19ec2131c41be89c071fbfe58a5e1cad,1250000000.0,0.001194243217299996,0.0019176259307688904,
82,7ace919ef719ae7a3764e9f2ffed20dc,select,0,1570.0,0,0.0,0,1,31401.0,16,6A,,2024-04-15 04:02:41,3.4185527963957954e-07,6.8371055927915905e-06,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,7ace919ef719ae7a3764e9f2ffed20dc,1250000000.0,0.0011911697990662608,0.0011479332157914087,
163,d0ffd9964478544c096c222168e90498,select,0,54637.0,0,0.0,0,1,1092777.0,16,4A,,2024-04-15 04:03:01,0.0002186481403383119,0.004372962806766238,0.005170630816959669,0.0,False,False,False,True,0,1,incremental,immediate,d0ffd9964478544c096c222168e90498,1250000000.0,0.0012692435612055176,0.0017957603713720392,
254,a229e8121982f66b850f5bedab457938,select,0,7891.0,0,0.0,0,1,157857.0,16,0A,,2024-04-15 04:03:13,5.025836069291978e-06,0.00010051672138583954,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,a229e8121982f66b850f5bedab457938,1250000000.0,0.0018077204588442908,0.0018433846456253318,
309,f1feb1d5619a44603f5668df66d9e53c,select,0,34685505.0,0,0.0,0,1,693710101.0,16,6A,,2024-04-15 04:03:33,0.03128054617160771,0.6256109234321542,0.002068252326783868,0.5,False,False,False,True,0,1,incremental,immediate,f1feb1d5619a44603f5668df66d9e53c,1250000000.0,0.029468426115028562,0.028890404473285808,
134,efa4016d46eac26f9d5c264734067e21,select,9338032204,58611.0,0,0.013323624210271643,0,1,1172251.0,16,9A,,2024-04-15 04:03:52,6.276767250779942e-06,0.00012553534501559885,0.0,0.07,False,False,False,False,0,0,normal,immediate,efa4016d46eac26f9d5c264734067e21,17179869184.0,0.5502068242346065,0.5502068242346065,1230862.0
573,9f2cb93dbe6552b82455f24f3d6bede7,select,1347084042,371.0,0,0.007062919683151242,0,1,7425.0,16,4A,,2024-04-15 04:04:21,2.7569421482724566e-07,5.513884296544914e-06,0.0031023784901758012,0.02,True,True,False,False,1,0,normal,immediate,9f2cb93dbe6552b82455f24f3d6bede7,17179869184.0,0.08339265145235443,0.08369701629901209,7796.0
194,498015e2d8b346b176e038093a1b582f,select,0,20021.0,0,0.0,0,1,400461.0,16,3A,,2024-04-15 04:04:51,9.034637509808197e-06,0.00018069275019616394,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,498015e2d8b346b176e038093a1b582f,1250000000.0,0.0019409239775452503,0.0015274099648274683,
274,7c85d57e6f394fdfaf534c559cf315d6,select,690853092,589.0,0,0.00457220412457777,0,2,17730.0,16,"6A,3A",,2024-04-15 04:04:52,8.556314347460618e-07,2.5668943042381854e-05,0.0,0.01,False,False,False,False,0,0,normal,immediate,7c85d57e6f394fdfaf534c559cf315d6,17179869184.0,0.04249904458244539,0.04249904458244539,18319.0
210,990d9682afcc1d6391fa580af8ad32ee,select,0,18503.0,0,0.0,0,1,370127.0,16,8A,,2024-04-15 04:05:37,1.6976171340626707e-06,3.395234268125341e-05,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,990d9682afcc1d6391fa580af8ad32ee,1250000000.0,0.0016305436133587695,0.001369485768526696,
663,e6f1ddfeda05164f838cf85006193095,insert,346778997,0.0,628422,0.0020636660781711753,0,1,0.0,16,1A,5A,2024-04-15 04:05:40,0.0,0.0,0.002068252326783868,0.36,False,False,False,False,1,1,normal,immediate,e6f1ddfeda05164f838cf85006193095,17179869184.0,0.023958504222077376,0.023371497577717316,
dc16417ab87b2a0777293d4fbc06ed9c,,select,628422,0.07094493864191606,0,0.029550380368496845,0,2,2.128348159257482,16,"5A,1A",,2024-04-15 04:05:40,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.015277929543682902,0.015277929543682902,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,628422,243.15046922791436,0,0.004145022909660248,0,1,4863.009384558287,16,5A,,2024-04-15 04:05:40,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.0025793339827131527,0.0025793339827131527,5272318.0
4b2956965d0eceed1934538737e23194,,select,628422,7.640093864156884,0,0.009095902207937143,0,1,152.80187728313769,16,5A,,2024-04-15 04:05:40,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.005050817057545489,0.005050817057545489,1466518.0
31736ac9ba5259e695f25feb3ededa1b,,select,628422,0.9850295273270419,0,0.01222494736923654,0,2,29.55088581981126,16,"5A,9A",,2024-04-15 04:05:40,1.5674650590320547e-06,4.7023951770961645e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.006615235713350548,0.006615235713350548,460792.0
1f61c6621531d0b65c54a0e259e22b03,,select,628422,10.841958808818948,0,0.007630377987054208,0,1,216.83917617637894,16,5A,,2024-04-15 04:05:40,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.004318108738435092,0.004318108738435092,349433.0
82a1e208b12b0ed0e5bd248892ffa119,,select,628422,0.5141211565909967,0,0.010196859870718819,0,1,10.282423131819934,16,5A,,2024-04-15 04:05:40,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,e6f1ddfeda05164f838cf85006193095,1250000000.0,0.00560117617259484,0.00560117617259484,65865.0
177,82a1e208b12b0ed0e5bd248892ffa119,select,0,3112.0,0,0.0,0,1,62264.0,16,1A,,2024-04-15 04:05:59,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,82a1e208b12b0ed0e5bd248892ffa119,1250000000.0,0.0012644220186211793,0.001175805339728383,
381,b23c6ccf0e3b5dea7530396454301cc1,insert,1911526210,0.0,584059,0.00289849967624561,0,1,0.0,16,1A,4A,2024-04-15 04:06:20,0.0,0.0,0.001034126163391934,0.34,False,False,False,False,1,1,normal,immediate,b23c6ccf0e3b5dea7530396454301cc1,17179869184.0,0.11649451060465545,0.11574326525701417,
6f45052814dd4fd00798d27103a46156,,select,584059,42.566014216628226,0,0.008322238434354035,0,1,851.3202843325644,16,4A,,2024-04-15 04:06:20,7.287964780378048e-05,0.0014575929560756095,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.004629081526215857,0.004629081526215857,1849995.0
bdc83d416235a709c3865757e1a9a1b8,,select,584059,0.04133225066492389,0,0.03369168495395791,0,2,1.2399675199477165,16,"4A,9A",,2024-04-15 04:06:20,7.076725239217937e-08,2.123017571765381e-06,0.0031023784901758012,0.05,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.017313090702018773,0.017313090702018773,61194.0
79d55fa8f21480ee5a96b19d8a1a93b6,,select,584059,3.4630538207800905,0,0.005904816978742273,0,1,69.2610764156018,16,4A,,2024-04-15 04:06:20,5.929287658918175e-06,0.0001185857531783635,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0034197138686753257,0.0034197138686753257,134159.0
04e0e372c5fe04e79d3f5a68009bc971,,select,584059,1.4456467684070482,0,0.005948571244216583,0,1,28.91293536814096,16,4A,,2024-04-15 04:06:20,2.4751724884079317e-06,4.950344976815863e-05,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.003441557108974001,0.003441557108974001,271278.0
a38d8cc677f985c99c4f394052c8ef76,,select,584059,3.2653180740480647,0,0.0036812410702265546,0,1,65.30636148096129,16,4A,,2024-04-15 04:06:20,5.5907332547706046e-06,0.00011181466509541209,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0023079225924569216,0.0023079225924569216,307952.0
48d7d15da8c87aeac9ff7a3a560fe193,,select,584059,0.1894229597893239,0,0.009887561821525233,0,2,5.682688793679717,16,"2A,4A",,2024-04-15 04:06:20,3.243216178319723e-07,9.72964853495917e-06,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0054110328084520185,0.0054110328084520185,72649.0
67207178615965956ecb2e824e7d64da,,select,584059,21.419194663092604,0,0.0022483693510550397,0,2,642.575839892778,16,"4A,6A",,2024-04-15 04:06:20,3.66729982126679e-05,0.001100189946380037,0.0031023784901758012,0.0,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0015919630715551644,0.0015919630715551644,330911.0
664838c6bd3eebe4955c9d70a9663a01,,select,584059,0.054068053105099816,0,0.006266999051302732,0,1,1.0813610621019962,16,4A,,2024-04-15 04:06:20,9.257293031200583e-08,1.8514586062401166e-06,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.003600747633994658,0.003600747633994658,2814.0
ab60eb5b27f70c2d9677da41ec441513,,select,584059,9.09034169479248,0,0.009569813794939186,0,1,181.8068338958496,16,4A,,2024-04-15 04:06:20,1.5564081188360216e-05,0.00031128162376720434,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.005252306815210065,0.005252306815210065,1016924.0
56337cb70163295294c0834cf6f02aac,,select,584059,0.7340293969774384,0,0.02454666599264539,0,1,14.680587939548769,16,4A,,2024-04-15 04:06:20,1.2567726838854267e-06,2.5135453677708535e-05,0.001034126163391934,0.04,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.012740592528016565,0.012740592528016565,382567.0
7e2e5bf89902e4b3affafd8215ca8dfe,,select,584059,25.32140907223337,0,0.004744801987076934,0,2,759.642272167001,16,"4A,7A",,2024-04-15 04:06:20,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0028402761644834586,0.0028402761644834586,153776.0
a11cf0971b7367697fd0124d4f06448c,,select,584059,1.4812202093661928,0,0.0036839391782132955,0,1,29.624404187323858,16,4A,,2024-04-15 04:06:20,2.5360797614045716e-06,5.0721595228091436e-05,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0023092416736061653,0.0023092416736061653,106093.0
4a4ca903fe2a87e783078e49b0141fc8,,select,584059,1.6349547749580151,0,0.007436547391771939,0,1,32.6990954991603,16,4A,,2024-04-15 04:06:20,2.799297288386987e-06,5.598594576773974e-05,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.004185548363126189,0.004185548363126189,299316.0
b13d5dfe12f35085356bc4bd3442683a,,select,584059,5.201265026746973,0,0.0037615527099826265,0,1,104.02530053493945,16,4A,,2024-04-15 04:06:20,8.905376043767792e-06,0.00017810752087535583,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0023481109362437627,0.0023481109362437627,327976.0
38cc3025cd8dae94c57f9bafdbce82c2,,select,584059,0.8683049126370336,0,0.006731009631683694,0,1,17.366098252740674,16,4A,,2024-04-15 04:06:20,1.486673285810224e-06,2.973346571620448e-05,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0038327666033643793,0.0038327666033643793,58665.0
b60ec0cee1ca6d24bf117caf61bbc7bb,,select,584059,0.7021659693054944,0,0.006328230628466292,0,2,21.064979079164832,16,"1A,4A",,2024-04-15 04:06:20,1.2022175316286442e-06,3.606652594885933e-05,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0036313799279491846,0.0036313799279491846,196136.0
7e478175609cf3dae4bb5487b95a055e,,select,584059,0.045560716484019964,0,0.007197225224514686,0,2,1.3668214945205992,16,"4A,0A",,2024-04-15 04:06:20,7.800704463764785e-08,2.3402113391294357e-06,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0040658609421631116,0.0040658609421631116,13737.0
1ac6e22761c4872c720534ab17119ae8,,select,584059,7.052724304587345,0,0.004432285199589253,0,2,211.58172913762036,16,"4A,8A",,2024-04-15 04:06:20,1.2075362770862782e-05,0.00036226088312588345,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.0026835647073573804,0.0026835647073573804,367429.0
16dcdc753b563c2db1b7878424b6a68d,,select,584059,0.030975913898577186,0,0.06844174940515452,0,2,0.9292774169573156,16,"3A,4A",,2024-04-15 04:06:20,5.303559040880662e-08,1.5910677122641986e-06,0.001034126163391934,0.1,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.034688122670779926,0.034688122670779926,110237.0
da2ee9d9e738e249c3fa2e0aaa00801a,,select,584059,0.8729663161981273,0,0.019118706552093155,0,1,17.459326323962546,16,4A,,2024-04-15 04:06:20,1.4946543349184368e-06,2.9893086698368736e-05,0.001034126163391934,0.03,True,True,False,False,0,0,incremental,triggered_by_write,b23c6ccf0e3b5dea7530396454301cc1,1250000000.0,0.010026615141880689,0.010026615141880689,556351.0
