,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime,size
7e2e5bf89902e4b3affafd8215ca8dfe,,select,447384,19.395974167630417,0,0.004744801987076934,0,2,581.8792250289125,6,"4A,7A",,2024-04-14 17:30:50,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,176e67717b903d7d1c66a57602f1d042,1250000000.0,0.002730789213697824,0.002730789213697824,153776.0
123,bbb43ff277401dfeb52b9f72eb6800d4,select,2055732983,4823.0,0,0.005044900353579094,0,1,96472.0,6,1A,,2024-04-14 17:36:17,2.346429327544068e-06,4.692858655088136e-05,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,bbb43ff277401dfeb52b9f72eb6800d4,17179869184.0,0.12373388100250639,0.12330232104842917,101295.0
887,7fc143bdda58003ada1b1b018514114a,select,590586173,1457.0,0,0.0032978496504186684,0,2,43758.0,6,"0A,2A",,2024-04-14 17:37:20,2.469816640914497e-06,7.40944992274349e-05,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,7fc143bdda58003ada1b1b018514114a,17179869184.0,0.03742583613399826,0.03727856429583197,45215.0
413,21a02c48250d27c0ef9c85b49bbf19f1,select,0,626.0,0,0.0,0,1,12538.0,6,3A,,2024-04-14 17:41:24,1.2503173180321435e-06,2.500634636064287e-05,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,21a02c48250d27c0ef9c85b49bbf19f1,1250000000.0,0.0014660640819170014,0.0016229915871045517,
324,2839e2f0a7b44a068acf75efc269b7f3,insert,1373687591,0.0,179448,0.014129284551912024,0,2,0.0,6,"3A,6A",1A,2024-04-14 17:42:05,0.0,0.0,0.0031023784901758012,0.13,False,False,False,False,1,1,normal,immediate,2839e2f0a7b44a068acf75efc269b7f3,17179869184.0,0.09000568388658552,0.08989248053229063,
7c7483072ac8260be91fe3eebda0e4ab,,select,179448,1.0987383883329276,0,0.010625995408751612,0,1,21.974767766658548,6,1A,,2024-04-14 17:42:05,6.1228789862964625e-06,0.00012245757972592923,0.002068252326783868,0.02,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.00545657456318073,0.00545657456318073,201012.0
dc16417ab87b2a0777293d4fbc06ed9c,,select,179448,0.020258564069072303,0,0.029550380368496845,0,2,0.6077569220721691,6,"5A,1A",,2024-04-14 17:42:05,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.014918749086660812,0.014918749086660812,99437.0
697c2ccd865060f74f41cbe6bb3fda81,,select,179448,0.07348155010881281,0,0.004479342864557969,0,1,1.4696310021762562,6,1A,,2024-04-14 17:42:05,4.0948659282250464e-07,8.189731856450092e-06,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.0023832310667690265,0.0023832310667690265,10061.0
639648a6192f7e696378cbe7071a3e99,,select,179448,0.4402324842119484,0,0.014399412353232735,0,1,8.804649684238967,6,1A,,2024-04-14 17:42:05,2.4532593520794235e-06,4.906518704158847e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.007343271972522103,0.007343271972522103,656851.0
1210ff7bd9868a36084b7b959133ec2f,,select,179448,1.1091579870330366,0,0.010508470144672741,0,1,22.18315974066073,6,1A,,2024-04-14 17:42:05,6.180943710896954e-06,0.00012361887421793907,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.005397812106190553,0.005397812106190553,563233.0
e7e05d4079d13c96f8e0aa7925c29ee3,,select,179448,1634.5582917596678,0,0.003202538128193037,0,1,32691.16583519335,6,1A,,2024-04-14 17:42:05,0.009108813092147406,0.1821762618429481,0.001034126163391934,0.0,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.0017722880433980808,0.0017722880433980808,26869458.0
85814a7f9ceef5b2a1eb4309b8e82390,,select,179448,0.01498037130648602,0,0.0025246823148317036,0,1,0.29960742612972036,6,1A,,2024-04-14 17:42:05,8.3480291262572e-08,1.6696058252514397e-06,0.002068252326783868,0.0,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.0014058998090860897,0.0014058998090860897,2562.0
9d5db0fc9fb03b24ea7d860ea6a29647,,select,179448,0.44313539905007737,0,0.024404967447776933,0,1,8.862707981001547,6,1A,,2024-04-14 17:42:05,2.469436265938196e-06,4.9388725318763914e-05,0.001034126163391934,0.04,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.012346049568563172,0.012346049568563172,956395.0
dc86b7681caafd984fb5fb0c0ca2042b,,select,179448,1.500892138482061,0,0.0075531911380087085,0,1,30.017842769641216,6,1A,,2024-04-14 17:42:05,8.363939071385922e-06,0.00016727878142771844,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.003920179183992281,0.003920179183992281,222248.0
52857e22fd1cc173b3ea0e092229df7a,,select,179448,1.9024111645693051,0,0.03306828840835569,0,1,38.0482232913861,6,1A,,2024-04-14 17:42:05,1.0601462064605374e-05,0.00021202924129210747,0.001034126163391934,0.05,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.01667773456468541,0.01667773456468541,6166331.0
bbb43ff277401dfeb52b9f72eb6800d4,,select,179448,0.42106204996912794,0,0.005044900353579094,0,1,8.421240999382558,6,1A,,2024-04-14 17:42:05,2.346429327544068e-06,4.692858655088136e-05,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,2839e2f0a7b44a068acf75efc269b7f3,1250000000.0,0.002666015650631986,0.002666015650631986,101295.0
227,8e338a8cce94035078599df915f27d09,select,888235112,1310.0,0,0.004503081049485837,0,1,26213.0,6,0A,,2024-04-14 17:42:14,1.4755977604850537e-06,2.9511955209701073e-05,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,8e338a8cce94035078599df915f27d09,17179869184.0,0.05590673301998958,0.055810952521181754,27523.0
84,b92ebd439b6869131bc50bafa156e483,select,8377673428,353.0,0,0.010580028471857808,0,2,10591.0,6,"2A,8A",,2024-04-14 17:44:18,4.2142942479757414e-08,1.2642882743927223e-06,0.0031023784901758012,0.06,True,True,False,False,1,0,normal,immediate,b92ebd439b6869131bc50bafa156e483,17179869184.0,0.49431415354782426,0.4949372942268754,10944.0
667,f95d0aaf2553c5e008ebb1b67eb280a1,select,1094500448,9980.0,0,0.007799794912388105,0,1,199600.0,6,6A,,2024-04-14 17:57:42,9.118315134759999e-06,0.00018236630269519998,0.0031023784901758012,0.02,True,True,False,False,1,0,normal,immediate,f95d0aaf2553c5e008ebb1b67eb280a1,17179869184.0,0.06925032312584717,0.06943084150468022,209580.0
910,4a4ca903fe2a87e783078e49b0141fc8,select,5091730598,14252.0,0,0.007436547391771939,0,1,285064.0,6,4A,,2024-04-14 18:03:39,2.799297288386987e-06,5.598594576773974e-05,0.0031023784901758012,0.04,True,True,False,False,1,0,normal,immediate,4a4ca903fe2a87e783078e49b0141fc8,17179869184.0,0.3018191034029833,0.3020605555945125,299316.0
495,cac3c91aba939e369623b47cd1f24a81,select,749895414,2368.0,0,0.002173943963844814,0,1,47368.0,6,2A,,2024-04-14 18:04:51,3.158417014806099e-06,6.316834029612199e-05,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,cac3c91aba939e369623b47cd1f24a81,17179869184.0,0.04590746806170611,0.04631824117045167,49736.0
876,cfdffaa27b6575e5e25fcb4be93761ae,insert,20477648513,0.0,408911,0.024107826617042877,0,1,0.0,6,2A,5A,2024-04-14 18:11:03,0.0,0.0,0.002068252326783868,0.37,False,False,False,False,1,1,normal,immediate,cfdffaa27b6575e5e25fcb4be93761ae,17179869184.0,1.207147662113871,1.2079462769749147,
dc16417ab87b2a0777293d4fbc06ed9c,,select,408911,0.04616351083349173,0,0.029550380368496845,0,2,1.384905325004752,6,"5A,1A",,2024-04-14 18:11:03,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,cfdffaa27b6575e5e25fcb4be93761ae,1250000000.0,0.01510232012910349,0.01510232012910349,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,408911,158.21677395516974,0,0.004145022909660248,0,1,3164.335479103395,6,5A,,2024-04-14 18:11:03,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,cfdffaa27b6575e5e25fcb4be93761ae,1250000000.0,0.002402298296632571,0.002402298296632571,5272318.0
131,94501b59bf9fdac312d013dff34ae293,select,2171738067,397.0,0,0.005090749011664671,0,2,11916.0,6,"6A,2A",,2024-04-14 18:12:57,1.829224297798851e-07,5.487672893396553e-06,0.0,0.02,False,False,False,False,0,0,normal,immediate,94501b59bf9fdac312d013dff34ae293,17179869184.0,0.1289571675026375,0.1289571675026375,12313.0
126,f713c6d8aa687efb275fff2facbbdd42,select,0,3996.0,0,0.0,0,2,119937.0,6,"2A,0A",,2024-04-14 18:13:05,2.6364914269344286e-06,7.909474280803287e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,f713c6d8aa687efb275fff2facbbdd42,1250000000.0,0.0018626621026326432,0.0010320803799645994,
275,b13d5dfe12f35085356bc4bd3442683a,select,1753775776,15617.0,0,0.0037615527099826265,0,1,312359.0,6,4A,,2024-04-14 18:13:18,8.905376043767792e-06,0.00017810752087535583,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,b13d5dfe12f35085356bc4bd3442683a,17179869184.0,0.10573917288001701,0.10524569893705273,327976.0
779,f95d0aaf2553c5e008ebb1b67eb280a1,select,0,9983.0,0,0.0,0,1,199687.0,7,9A,,2024-04-14 18:14:56,9.118315134759999e-06,0.00018236630269519998,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,f95d0aaf2553c5e008ebb1b67eb280a1,1250000000.0,0.0016107518273433107,0.0010305569410060588,
218,4b2956965d0eceed1934538737e23194,select,5744207794,69820.0,0,0.009095902207937143,0,1,1396698.0,7,5A,,2024-04-14 18:15:28,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.04,True,True,False,False,1,0,normal,immediate,4b2956965d0eceed1934538737e23194,17179869184.0,0.341301224894531,0.3416841607946812,1466518.0
332,56775999a5923c35460337999aba7ef7,select,1169518535,38080.0,0,0.005665522944911524,0,1,761614.0,7,9A,,2024-04-14 18:17:03,3.256107454834195e-05,0.0006512214909668389,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,56775999a5923c35460337999aba7ef7,17179869184.0,0.07351515056743445,0.07302260782688337,799694.0
544,b9ea2b244edd61d1df55624316ffa41a,insert,2444772681,0.0,125047,0.00419572268186744,0,1,0.0,7,3A,8A,2024-04-14 18:21:19,0.0,0.0,0.001034126163391934,0.09,False,False,False,False,1,1,normal,immediate,b9ea2b244edd61d1df55624316ffa41a,17179869184.0,0.1475362126337257,0.1483179578570526,
786123a40229d18deef29222cc49a1c9,,select,125047,0.03639461452898043,0,0.01720347102517239,0,1,0.7278922905796086,7,8A,,2024-04-14 18:21:19,2.910474823784691e-07,5.820949647569382e-06,0.001034126163391934,0.03,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.008701773724015718,0.008701773724015718,62559.0
6163adee828760dfc69391db7249b39d,,select,125047,1.0845351051959224,0,0.00405816867627785,0,1,21.69070210391845,7,8A,,2024-04-14 18:21:19,8.673019786127795e-06,0.00017346039572255592,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.002129140158328692,0.002129140158328692,213801.0
1ab1a5886996556d5489cec8ca89ce50,,select,125047,0.024785862528980684,0,0.006437162215039687,0,1,0.49571725057961374,7,8A,,2024-04-14 18:21:19,1.9821237237983067e-07,3.9642474475966135e-06,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.0033186191239223343,0.0033186191239223343,22449.0
3599077bb1b6c644e2c9c48848ad6273,,select,125047,5.924882390098976,0,0.0037093471472155626,0,1,118.49764780197953,7,8A,,2024-04-14 18:21:19,4.7381243773133115e-05,0.0009476248754626622,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.001954810711631935,0.001954810711631935,2734263.0
5cc82fdca1c5a5118be26852e2034f42,,select,125047,0.01912228210438884,0,0.01100967077969003,0,1,0.38244564208777676,7,8A,,2024-04-14 18:21:19,1.5292075862986587e-07,3.0584151725973177e-06,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.005604873311099354,0.005604873311099354,14028.0
7625b8fa4d2655f24836b885b2a13920,,select,125047,1.1701303662722906,0,0.003944146802294562,0,2,35.103910988168714,7,"0A,8A",,2024-04-14 18:21:19,9.357524500965962e-06,0.0002807257350289788,0.0031023784901758012,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.0020721400203803646,0.0020721400203803646,157209.0
21a02c48250d27c0ef9c85b49bbf19f1,,select,125047,0.15634842966796544,0,0.0014816477415040261,0,1,3.126968593359309,7,8A,,2024-04-14 18:21:19,1.2503173180321435e-06,2.500634636064287e-05,0.002068252326783868,0.0,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.0008408640974056315,0.0008408640974056315,13125.0
f713c6d8aa687efb275fff2facbbdd42,,select,125047,0.3296853434638695,0,0.0038137490538009164,0,2,9.890560303916086,7,"8A,2A",,2024-04-14 18:21:19,2.6364914269344286e-06,7.909474280803287e-05,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.002006920303096976,0.002006920303096976,123896.0
e65176be6438aa2a0c608917d01805b1,,select,125047,55.54800780684669,0,0.004146897267050086,0,1,1110.9601561369338,7,8A,,2024-04-14 18:21:19,0.00044421703684891835,0.008884340736978366,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.002174419440056198,0.002174419440056198,3585372.0
d4079ef6118842a660d1d51ebf2224db,,select,125047,0.3491592318619445,0,0.013179948302149106,0,1,6.983184637238889,7,8A,,2024-04-14 18:21:19,2.792223978679572e-06,5.584447957359144e-05,0.0031023784901758012,0.02,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.006690017616949649,0.006690017616949649,630336.0
b92ebd439b6869131bc50bafa156e483,,select,125047,0.005269848528266226,0,0.010580028471857808,0,2,0.15809545584798676,7,"2A,8A",,2024-04-14 18:21:19,4.2142942479757414e-08,1.2642882743927223e-06,0.0031023784901758012,0.02,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.005390051966621148,0.005390051966621148,10944.0
71,a206fb7ce59d4c77eff1862e2eddf2d7,select,1583254718,43513.0,0,0.006921125030783227,0,1,870265.0,7,9A,,2024-04-14 18:26:57,2.748346107860856e-05,0.0005496692215721712,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,a206fb7ce59d4c77eff1862e2eddf2d7,17179869184.0,0.09801384048020882,0.09823600307862883,913778.0
483,82d6ce642482d544b2f0c7dbec5c3c4d,select,5906367175,1759.0,0,0.012454665441221925,0,1,35182.0,7,0A,,2024-04-14 18:31:03,2.978373583248621e-07,5.9567471664972425e-06,0.001034126163391934,0.05,True,True,False,False,1,0,normal,immediate,82d6ce642482d544b2f0c7dbec5c3c4d,17179869184.0,0.35192316833663173,0.3520421779940962,36941.0
614,5954a5635959b67e42376e53cfbb4762,insert,7289592097,0.0,160917,0.01314727973285259,0,2,0.0,7,"9A,0A",9A,2024-04-14 18:36:32,0.0,0.0,0.001034126163391934,0.15,False,False,False,False,1,1,normal,immediate,5954a5635959b67e42376e53cfbb4762,17179869184.0,0.43484887338636413,0.43482648070516094,
210106903c7675f75ac1aa3ec4dbcccb,,select,160917,0.013870008785836706,0,0.006010814511076841,0,2,0.4161002635751012,7,"9A,0A",,2024-04-14 18:36:32,8.619355808172353e-08,2.585806742451706e-06,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.0031341411995146383,0.0031341411995146383,8184.0
bdc83d416235a709c3865757e1a9a1b8,,select,160917,0.011387653953192326,0,0.03369168495395791,0,2,0.3416296185957698,7,"4A,9A",,2024-04-14 18:36:32,7.076725239217937e-08,2.123017571765381e-06,0.0031023784901758012,0.05,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.016974576359392774,0.016974576359392774,61194.0
044fb625f7369dbfd1ad466fb7d351d6,,select,160917,10.315366434763224,0,0.009644653027665564,0,2,309.46099304289675,7,"6A,9A",,2024-04-14 18:36:32,6.410364619501497e-05,0.0019231093858504491,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.004951315934920364,0.004951315934920364,11182196.0
d9701a4d9d60ef35d01810b3aeaaa616,,select,160917,0.09125162137911962,0,0.006768861351623225,0,1,1.8250324275823924,7,9A,,2024-04-14 18:36:32,5.670725987876956e-07,1.1341451975753912e-05,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.0035131658088388513,0.0035131658088388513,48493.0
b0d04a59da9f76793289e59c28d20eb2,,select,160917,0.010430689059603239,0,0.032301193332165024,0,1,0.20861378119206475,7,9A,,2024-04-14 18:36:32,6.482030524806726e-08,1.296406104961345e-06,0.001034126163391934,0.05,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.016279330441318088,0.016279330441318088,42315.0
fa46c01c753fdcb8a09cdfff67fa3e20,,select,160917,26.937773386170832,0,0.005864667545043765,0,2,808.1332015851249,7,"3A,9A",,2024-04-14 18:36:32,0.00016740166288316854,0.005022049886495056,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.0030617354293018596,0.0030617354293018596,2840484.0
7fef3048ad01c7f1f1fd18bd8667da62,,select,160917,2.7867108963524307,0,0.00432937019896717,0,1,55.73421792704862,7,9A,,2024-04-14 18:36:32,1.7317691085170807e-05,0.0003463538217034162,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.0022934655162266436,0.0022934655162266436,704934.0
56775999a5923c35460337999aba7ef7,,select,160917,5.239630433095542,0,0.005665522944911524,0,1,104.79260866191082,7,9A,,2024-04-14 18:36:32,3.256107454834195e-05,0.0006512214909668389,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.002961583098247038,0.002961583098247038,799694.0
a206fb7ce59d4c77eff1862e2eddf2d7,,select,160917,4.422556106386454,0,0.006921125030783227,0,1,88.45112212772908,7,9A,,2024-04-14 18:36:32,2.748346107860856e-05,0.0005496692215721712,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,5954a5635959b67e42376e53cfbb4762,1250000000.0,0.0035893704143342008,0.0035893704143342008,913778.0
40,10536673c9dfc75e3e890563e319583d,select,500320874,1906.0,0,0.0012715474070276425,0,1,38127.0,7,2A,,2024-04-14 18:38:25,3.8103700799190146e-06,7.62074015983803e-05,0.002068252326783868,0.0,True,True,False,False,1,0,normal,immediate,10536673c9dfc75e3e890563e319583d,17179869184.0,0.031562679864388876,0.031163604826956747,40033.0
720,6f548a390e487af7720fee4d4b771d7d,select,0,104000.0,0,0.0,0,1,2080013.0,7,0A,,2024-04-14 18:44:52,0.00011037850295417152,0.0022075700590834307,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,6f548a390e487af7720fee4d4b771d7d,1250000000.0,0.0020591737775375353,0.0014339553810998563,
560,38cc3025cd8dae94c57f9bafdbce82c2,select,1879144035,2793.0,0,0.006731009631683694,0,1,55872.0,7,4A,,2024-04-14 18:58:17,1.486673285810224e-06,2.973346571620448e-05,0.001034126163391934,0.02,True,True,False,False,1,0,normal,immediate,38cc3025cd8dae94c57f9bafdbce82c2,17179869184.0,0.11466311855393402,0.11460061009079836,58665.0
974,3613d5c5de1086f0a8f881d9dfd7323c,select,10920639318,63.0,0,0.014561617300366621,0,1,1260.0,7,6A,,2024-04-14 18:59:04,5.768893025901874e-09,1.1537786051803749e-07,0.002068252326783868,0.08,True,True,False,False,1,0,normal,immediate,3613d5c5de1086f0a8f881d9dfd7323c,17179869184.0,0.6444347032417079,0.6445805425144077,1323.0
149,730e03bbbfaf2a0a78cb14856bd39abe,select,1465355689,33226.0,0,0.007641605704879718,0,1,664523.0,7,1A,,2024-04-14 19:05:40,2.2674479624088746e-05,0.00045348959248177497,0.0031023784901758012,0.02,True,True,False,False,1,0,normal,immediate,730e03bbbfaf2a0a78cb14856bd39abe,17179869184.0,0.0909218710107014,0.09148843051698477,697749.0
62,730e03bbbfaf2a0a78cb14856bd39abe,select,0,33250.0,0,0.0,0,1,665019.0,7,3A,,2024-04-14 19:07:40,2.2674479624088746e-05,0.00045348959248177497,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,730e03bbbfaf2a0a78cb14856bd39abe,1250000000.0,0.0016489051282222364,0.0011105628086009916,
489,93927b530c9d80f1f31817e8c981234a,insert,6612723505,0.0,166666,0.0076048098601630846,0,2,0.0,7,"3A,6A",5A,2024-04-14 19:12:45,0.0,0.0,0.001034126163391934,0.14,False,False,False,False,1,1,normal,immediate,93927b530c9d80f1f31817e8c981234a,17179869184.0,0.3912180095584744,0.39232148761027474,
dc16417ab87b2a0777293d4fbc06ed9c,,select,166666,0.01881555569934468,0,0.029550380368496845,0,2,0.5644666709803404,7,"5A,1A",,2024-04-14 19:12:45,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,93927b530c9d80f1f31817e8c981234a,1250000000.0,0.014908523450874204,0.014908523450874204,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,166666,64.48678770689055,0,0.004145022909660248,0,1,1289.735754137811,7,5A,,2024-04-14 19:12:45,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,93927b530c9d80f1f31817e8c981234a,1250000000.0,0.0022069276328636,0.0022069276328636,5272318.0
4b2956965d0eceed1934538737e23194,,select,166666,2.026256057177456,0,0.009095902207937143,0,1,40.52512114354912,7,5A,,2024-04-14 19:12:45,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,93927b530c9d80f1f31817e8c981234a,1250000000.0,0.004681317945070332,0.004681317945070332,1466518.0
957,e37d5472942a23ad6343e69798e7c089,select,1250410855,3798.0,0,0.005146917445173644,0,1,75967.0,7,8A,,2024-04-14 19:12:56,3.037705439586978e-06,6.075410879173956e-05,0.001034126163391934,0.01,True,True,False,False,1,0,normal,immediate,e37d5472942a23ad6343e69798e7c089,17179869184.0,0.07679405358147114,0.07736579173696496,79765.0
650,e02a8bda17762d27c621d5694d879119,insert,5574989567,0.0,332325,0.009686282974779525,0,1,0.0,8,8A,5A,2024-04-14 19:14:24,0.0,0.0,0.001034126163391934,0.23,False,False,False,False,1,1,normal,immediate,e02a8bda17762d27c621d5694d879119,17179869184.0,0.33265166010525116,0.33281153255496276,
dc16417ab87b2a0777293d4fbc06ed9c,,select,332325,0.03751742735641775,0,0.029550380368496845,0,2,1.1255228206925327,8,"5A,1A",,2024-04-14 19:14:24,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,e02a8bda17762d27c621d5694d879119,1250000000.0,0.01504105111468062,0.01504105111468062,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,332325,128.58394468393314,0,0.004145022909660248,0,1,2571.678893678663,8,5A,,2024-04-14 19:14:24,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e02a8bda17762d27c621d5694d879119,1250000000.0,0.002340531665100814,0.002340531665100814,5272318.0
4b2956965d0eceed1934538737e23194,,select,332325,4.040269426286693,0,0.009095902207937143,0,1,80.80538852573387,8,5A,,2024-04-14 19:14:24,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,e02a8bda17762d27c621d5694d879119,1250000000.0,0.004813878980494932,0.004813878980494932,1466518.0
431,4e1f9cee17b05a5f64265aaabd409466,select,2179332701,3204.0,0,0.002615773479256269,0,2,96175.0,8,"1A,3A",,2024-04-14 19:15:06,1.4710614261341722e-06,4.4131842784025166e-05,0.002068252326783868,0.01,True,True,False,False,1,0,normal,immediate,4e1f9cee17b05a5f64265aaabd409466,17179869184.0,0.12926244389444796,0.12949785403940844,99379.0
225,75ba8a32922dc42a99158d5a9b2e66f2,insert,555244361,0.0,596413,0.0028462440975740065,0,1,0.0,8,1A,5A,2024-04-14 19:18:32,0.0,0.0,0.0,0.34,False,False,False,False,1,1,normal,immediate,75ba8a32922dc42a99158d5a9b2e66f2,17179869184.0,0.03638635081541608,0.03700934420614929,
dc16417ab87b2a0777293d4fbc06ed9c,,select,596413,0.06733132145316537,0,0.029550380368496845,0,2,2.0199396435949613,8,"5A,1A",,2024-04-14 19:18:32,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,75ba8a32922dc42a99158d5a9b2e66f2,1250000000.0,0.015252322254065195,0.015252322254065195,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,596413,230.76547416167494,0,0.004145022909660248,0,1,4615.309483233498,8,5A,,2024-04-14 19:18:32,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,75ba8a32922dc42a99158d5a9b2e66f2,1250000000.0,0.0025535187147960403,0.0025535187147960403,5272318.0
4b2956965d0eceed1934538737e23194,,select,596413,7.250941726743176,0,0.009095902207937143,0,1,145.01883453486352,8,5A,,2024-04-14 19:18:32,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,75ba8a32922dc42a99158d5a9b2e66f2,1250000000.0,0.005025203319789581,0.005025203319789581,1466518.0
